原文,译文
「もっちろん」,
メルトが意地の悪い笑みを浮かべた。,
【カイム】,
「……」,
並んだパンを観察する。,
３つのうちの１には、少しだけ赤い色が透けていた。,
詰めが甘いな、ティア。,
【カイム】,
「よし、俺はこれを食おう」,
【メルト】,
「わたしこれっ」,
ほぼ同時に、赤味がないものを取った。,
【ティア】,
「あ……」,
【カイム】,
「残りはティアだ」,
【ティア】,
「え、遠慮します」,
【ティア】,
「そうだ！　エリスさんどうぞ」,
【エリス】,
「小動物にあげる」,
【ティア】,
「で、でも……」,
【エリス】,
「食べ物を粗末にするの？」,
【ティア】,
「え？」,
【メルト】,
「ティアちゃん、料理をする人がそういうことじゃ駄目でしょ」,
【カイム】,
「ティアも贅沢になったな」,
【ティア】,
「そういうわけでは……」,
【ティア】,
「……わ、わかりました」,
ティアが震える手でパンを取る。,
【メルト】,
「じゃ、せーので行くわよ」,
【ティア】,
「ひゃ、ひゃいっ」,
【メルト】,
「せーのっ」,
【ティア】,
「んぐーーーーーーーーっっ！！！！！」,
【カイム】,
「手応えのない仕事だった」,
【メルト】,
「ティアちゃん、もうちょっと周到にやらないと」,
ぐったりしているティアに言う。,
反応はない。,
【カイム】,
「で、他に案は出てないのか？」,
【メルト】,
「ないわね」,
【エリス】,
「あ、思いついた」,
突然、エリスが口を開く。,
【カイム】,
「つまらない案なら言わなくていいぞ」,
【エリス】,
「非の打ち所がない、もう完璧」,
すでに胡散臭い。,
【エリス】,
「小動物のお陰よ、あなたの犠牲は無駄にならなかった」,
【ティア】,
「あ、はい……ありがとうございます」,
【エリス】,
「メルト、火酒を二つ」,
【メルト】,
「はあ」,
怪訝な顔で、メルトが火酒を出す。,
【エリス】,
「全員目をつぶって」,
【カイム】,
「何するつもりだ？」,
【エリス】,
「いいから」,
仕方なく目を瞑る。,
微かに液体が垂れる音がした。,
【エリス】,
「はい、目を開いて」,
エリスが、俺の前に陶杯を二つ並べる。,
【エリス】,
「二つの火酒のうち、片方が当たり」,
【ティア】,
「あの、二番煎じでは……」,
【エリス】,
「え、何？　手術されたい？」,
【ティア】,
「いえいえいえっ」,
無茶苦茶だ。,
【エリス】,
「さ、カイム、どうぞ」,
【エリス】,
「あ、ちなみに私はこっちで」,
エリスが、いきなり右の陶杯を取った。,
どう見ても残った方が当たりだ。,
【カイム】,
「お前な」,
【エリス】,
「さ、どうぞ、運試し」,
馬鹿らしい。,
辟易していると、入口の扉が開いた。,
【メルト】,
「あら、いらっしゃい」,
【ジーク】,
「ようカイム、いたのか」,
【カイム】,
「ジーク、いいところに来た」,
【カイム】,
「まずは景気づけに一杯やれ」,
エリス特製の火酒を渡す。,
【ジーク】,
「嬉しいね、喉が渇いてたんだ」,
【エリス】,
「あ」,
ジークが一気に飲み干した。,
【ジーク】,
「ぐ……何だ？　身体が……熱く……」,
【カイム】,
「エリス、何を入れたんだ？」,
【エリス】,
「今度、売り出そうと思ってる薬」,
【エリス】,
「真面目な医者としては、治験してないものは売れないでしょ」,
エリスが懐から見せた瓶には、『龍の如く』と書かれていた。,
恐ろしい奴だ。,
【ジーク】,
「ぐああああっ！？」,
ジークがカウンターに突っ伏す。,
【ジーク】,
「今までにない力が……湧き上がってくる……」,
【ジーク】,
「……下半身に」,
【メルト】,
「はあ？」,
【ジーク】,
「メルトっ！」,
【メルト】,
「な、なに？」,
【ジーク】,
「俺のために、一肌脱いでくれ」,
【メルト】,
「ええっ！？」,
【ジーク】,
「せやっ！！」,
ジークがメルトに飛びかかった。,
【ジーク】,
「おふっ！？」,
飛び込んできたジークを、メルトが鍋で打ち返す。,
綺麗な放物線を描いて、ジークは床に落ちた。,
【エリス】,
「メルト、ひどい」,
【カイム】,
「お前が言うな」,
【ティア】,
「あの、そんなことよりジークさんが……」,
【カイム】,
「放っておけば目を覚ます」,
【ジーク】,
「む……」,
ジークが、むくりと起き上がる。,
何事もなかったかのように、煙草に火を着けた。,
【ジーク】,
「煙が目に滲みる……」,
【ジーク】,
「で、何の話をしてたんだ？」,
【カイム】,
「ヴィノレタを盛り上げる方法だとさ」,
【カイム】,
「ま、どうせ茶飲み話だ」,
【ジーク】,
「盛り上げるねえ……」,
【ジーク】,
「今まで冴えた案は出たのか？」,
【エリス】,
「すごく出た」,
【ジーク】,
「言ってみろ」,
【エリス】,
「まず、火酒を２杯用意して……」,
【カイム】,
「もういい」,
エリスを黙らせる。,
【ジーク】,
「ん？　そういえば、さっき火酒を飲んだ気が……」,
【ジーク】,
「俺は一体？」,
【カイム】,
「夢だ、夢」,
【メルト】,
「そうそう、まさかわたしが《不蝕金鎖》の頭を殴るわけないじゃない」,
【ティア】,
「も、もちろんです」,
【ジーク】,
「む、そうか」,
ジークが苦笑する。,
ふざけているのだ。,
【ジーク】,
「まあ、あれだな」,
【ジーク】,
「ぱーっと盛り上げたいなら、店の女が揃いの格好でもしたらどうだ？」,
【ジーク】,
「こう、胸が透けてて裾が短いやつに」,
【メルト】,
「そういうのは、だーめ」,
【メルト】,
「普通の飲み屋でできることにして」,
【ジーク】,
「なるほど」,
ジークが腕を組む。,
すぐに表情を輝かせた。,
【ジーク】,
「なら、揃って服を脱ぐのはどうだ？」,
【メルト】,
「ジーク、久しぶりにお説教が必要みたいね」,
【ジーク】,
「お前、いつから冗談がわからなくなったんだ」,
【エリス】,
「目が本気だったけど」,
エリスがじっとりした目でジークを見る。,
【ジーク】,
「俺のメルトの身体を、そこらの男に見せるわけにはいかないからな」,
【メルト】,
「はぁぁぁ……」,
メルトが大仰な溜め息を吐く。,
【メルト】,
「ベルナドをやっつけた時には、ちょっとは先代に近づいたと思ったんだけど」,
